Date,Open,High,Low,Close,TotalVolume
2007/10/16,0.0,0.0,-4755.0,-4755.0,0.0
2007/10/17,0.0,0.0,-4330.0,-4330.0,0.0
2007/10/18,0.0,0.0,-3226.0,-3226.0,0.0
2007/10/19,0.0,0.0,-3035.0,-3035.0,0.0
2007/10/22,0.0,0.0,-652.0,-652.0,0.0
2007/10/23,0.0,267.0,0.0,267.0,0.0
2007/10/24,0.0,1002.0,0.0,1002.0,0.0
2007/10/25,0.0,1495.0,0.0,1495.0,0.0
2007/10/26,0.0,1158.0,0.0,1158.0,0.0
2007/10/29,0.0,0.0,-3639.0,-3639.0,0.0
2007/10/30,0.0,0.0,-3811.0,-3811.0,0.0
2007/10/31,0.0,0.0,-7947.0,-7947.0,0.0
2007/11/01,0.0,0.0,-5800.0,-5800.0,0.0
2007/11/02,0.0,0.0,-7387.0,-7387.0,0.0
2007/11/05,0.0,0.0,-5313.0,-5313.0,0.0
2007/11/06,0.0,0.0,-3962.0,-3962.0,0.0
2007/11/07,0.0,39.0,0.0,39.0,0.0
2007/11/08,0.0,2276.0,0.0,2276.0,0.0
2007/11/09,0.0,1086.0,0.0,1086.0,0.0
2007/11/12,0.0,2010.0,0.0,2010.0,0.0
2007/11/13,0.0,1692.0,0.0,1692.0,0.0
2007/11/14,0.0,2180.0,0.0,2180.0,0.0
2007/11/15,0.0,2515.0,0.0,2515.0,0.0
2007/11/16,0.0,4282.0,0.0,4282.0,0.0
2007/11/19,0.0,5735.0,0.0,5735.0,0.0
2007/11/20,0.0,7833.0,0.0,7833.0,0.0
2007/11/21,0.0,8489.0,0.0,8489.0,0.0
2007/11/22,0.0,0.0,-7471.0,-7471.0,0.0
2007/11/23,0.0,0.0,-8238.0,-8238.0,0.0
2007/11/26,0.0,0.0,-7004.0,-7004.0,0.0
2007/11/27,0.0,0.0,-9035.0,-9035.0,0.0
2007/11/28,0.0,0.0,-8885.0,-8885.0,0.0
2007/11/29,0.0,0.0,-5657.0,-5657.0,0.0
2007/11/30,0.0,0.0,-1816.0,-1816.0,0.0
2007/12/03,0.0,0.0,-1874.0,-1874.0,0.0
2007/12/04,0.0,0.0,-3719.0,-3719.0,0.0
2007/12/05,0.0,0.0,-3971.0,-3971.0,0.0
2007/12/06,0.0,0.0,-3340.0,-3340.0,0.0
2007/12/07,0.0,0.0,-2808.0,-2808.0,0.0
2007/12/10,0.0,0.0,-3947.0,-3947.0,0.0
2007/12/11,0.0,0.0,-2712.0,-2712.0,0.0
2007/12/12,0.0,0.0,-3508.0,-3508.0,0.0
2007/12/13,0.0,0.0,-4224.0,-4224.0,0.0
2007/12/14,0.0,0.0,-918.0,-918.0,0.0
2007/12/17,0.0,2877.0,0.0,2877.0,0.0
2007/12/18,0.0,4573.0,0.0,4573.0,0.0
2007/12/19,0.0,7851.0,0.0,7851.0,0.0
2007/12/20,0.0,2842.0,0.0,2842.0,0.0
2007/12/21,0.0,3556.0,0.0,3556.0,0.0
2007/12/24,0.0,4781.0,0.0,4781.0,0.0
2007/12/25,0.0,4834.0,0.0,4834.0,0.0
2007/12/26,0.0,4777.0,0.0,4777.0,0.0
2007/12/27,0.0,5463.0,0.0,5463.0,0.0
2007/12/28,0.0,5708.0,0.0,5708.0,0.0
2007/12/31,0.0,4659.0,0.0,4659.0,0.0
2008/01/02,0.0,3911.0,0.0,3911.0,0.0
2008/01/03,0.0,2277.0,0.0,2277.0,0.0
2008/01/04,0.0,2893.0,0.0,2893.0,0.0
2008/01/07,0.0,4598.0,0.0,4598.0,0.0
2008/01/08,0.0,7879.0,0.0,7879.0,0.0
2008/01/09,0.0,8134.0,0.0,8134.0,0.0
2008/01/10,0.0,8722.0,0.0,8722.0,0.0
2008/01/11,0.0,5885.0,0.0,5885.0,0.0
2008/01/14,0.0,17477.0,0.0,17477.0,0.0
2008/01/15,0.0,11896.0,0.0,11896.0,0.0
2008/01/16,0.0,3362.0,0.0,3362.0,0.0
2008/01/17,0.0,0.0,-4935.0,-4935.0,0.0
2008/01/18,0.0,0.0,-3821.0,-3821.0,0.0
2008/01/21,0.0,0.0,-2887.0,-2887.0,0.0
2008/01/22,0.0,0.0,-8.0,-8.0,0.0
2008/01/23,0.0,2083.0,0.0,2083.0,0.0
2008/01/24,0.0,4416.0,0.0,4416.0,0.0
2008/01/25,0.0,7773.0,0.0,7773.0,0.0
2008/01/28,0.0,6074.0,0.0,6074.0,0.0
2008/01/29,0.0,4519.0,0.0,4519.0,0.0
2008/01/30,0.0,5477.0,0.0,5477.0,0.0
2008/01/31,0.0,7358.0,0.0,7358.0,0.0
2008/02/01,0.0,9818.0,0.0,9818.0,0.0
2008/02/12,0.0,11311.0,0.0,11311.0,0.0
2008/02/13,0.0,13139.0,0.0,13139.0,0.0
2008/02/14,0.0,15071.0,0.0,15071.0,0.0
2008/02/15,0.0,12675.0,0.0,12675.0,0.0
2008/02/18,0.0,9367.0,0.0,9367.0,0.0
2008/02/19,0.0,8149.0,0.0,8149.0,0.0
2008/02/20,0.0,5950.0,0.0,5950.0,0.0
2008/02/21,0.0,9610.0,0.0,9610.0,0.0
2008/02/22,0.0,10322.0,0.0,10322.0,0.0
2008/02/25,0.0,10973.0,0.0,10973.0,0.0
2008/02/26,0.0,12105.0,0.0,12105.0,0.0
2008/02/27,0.0,14890.0,0.0,14890.0,0.0
2008/02/29,0.0,12967.0,0.0,12967.0,0.0
2008/03/03,0.0,16053.0,0.0,16053.0,0.0
2008/03/04,0.0,15943.0,0.0,15943.0,0.0
2008/03/05,0.0,13034.0,0.0,13034.0,0.0
2008/03/06,0.0,12931.0,0.0,12931.0,0.0
2008/03/07,0.0,8203.0,0.0,8203.0,0.0
2008/03/10,0.0,4388.0,0.0,4388.0,0.0
2008/03/11,0.0,4029.0,0.0,4029.0,0.0
2008/03/12,0.0,4813.0,0.0,4813.0,0.0
2008/03/13,0.0,5276.0,0.0,5276.0,0.0
2008/03/14,0.0,5671.0,0.0,5671.0,0.0
2008/03/17,0.0,6239.0,0.0,6239.0,0.0
2008/03/18,0.0,3060.0,0.0,3060.0,0.0
2008/03/19,0.0,386.0,0.0,386.0,0.0
2008/03/20,0.0,0.0,-226.0,-226.0,0.0
2008/03/21,0.0,0.0,-1771.0,-1771.0,0.0
2008/03/24,0.0,0.0,-4330.0,-4330.0,0.0
2008/03/25,0.0,0.0,-10183.0,-10183.0,0.0
2008/03/26,0.0,0.0,-12191.0,-12191.0,0.0
2008/03/27,0.0,0.0,-19368.0,-19368.0,0.0
2008/03/28,0.0,0.0,-18337.0,-18337.0,0.0
2008/03/31,0.0,0.0,-17685.0,-17685.0,0.0
2008/04/01,0.0,0.0,-17444.0,-17444.0,0.0
2008/04/02,0.0,0.0,-11862.0,-11862.0,0.0
2008/04/03,0.0,0.0,-10399.0,-10399.0,0.0
2008/04/07,0.0,0.0,-10247.0,-10247.0,0.0
2008/04/08,0.0,0.0,-9530.0,-9530.0,0.0
2008/04/09,0.0,0.0,-6236.0,-6236.0,0.0
2008/04/10,0.0,0.0,-6200.0,-6200.0,0.0
2008/04/11,0.0,0.0,-3556.0,-3556.0,0.0
2008/04/14,0.0,0.0,-4267.0,-4267.0,0.0
2008/04/15,0.0,0.0,-5366.0,-5366.0,0.0
2008/04/16,0.0,0.0,-5316.0,-5316.0,0.0
2008/04/17,0.0,0.0,-2155.0,-2155.0,0.0
2008/04/18,0.0,0.0,-3762.0,-3762.0,0.0
2008/04/21,0.0,0.0,-6039.0,-6039.0,0.0
2008/04/22,0.0,0.0,-7182.0,-7182.0,0.0
2008/04/23,0.0,0.0,-10675.0,-10675.0,0.0
2008/04/24,0.0,0.0,-8661.0,-8661.0,0.0
2008/04/25,0.0,0.0,-8228.0,-8228.0,0.0
2008/04/28,0.0,0.0,-6408.0,-6408.0,0.0
2008/04/29,0.0,0.0,-9064.0,-9064.0,0.0
2008/04/30,0.0,0.0,-8794.0,-8794.0,0.0
2008/05/02,0.0,0.0,-7575.0,-7575.0,0.0
2008/05/05,0.0,0.0,-9372.0,-9372.0,0.0
2008/05/06,0.0,0.0,-11091.0,-11091.0,0.0
2008/05/07,0.0,0.0,-9695.0,-9695.0,0.0
2008/05/08,0.0,0.0,-11374.0,-11374.0,0.0
2008/05/09,0.0,0.0,-10866.0,-10866.0,0.0
2008/05/12,0.0,0.0,-9644.0,-9644.0,0.0
2008/05/13,0.0,0.0,-7879.0,-7879.0,0.0
2008/05/14,0.0,0.0,-8112.0,-8112.0,0.0
2008/05/15,0.0,0.0,-7550.0,-7550.0,0.0
2008/05/16,0.0,0.0,-8660.0,-8660.0,0.0
2008/05/19,0.0,0.0,-12537.0,-12537.0,0.0
2008/05/20,0.0,0.0,-17013.0,-17013.0,0.0
2008/05/21,0.0,0.0,-17228.0,-17228.0,0.0
2008/05/22,0.0,0.0,-13745.0,-13745.0,0.0
2008/05/23,0.0,0.0,-14937.0,-14937.0,0.0
2008/05/26,0.0,0.0,-15627.0,-15627.0,0.0
2008/05/27,0.0,0.0,-15911.0,-15911.0,0.0
2008/05/28,0.0,0.0,-13219.0,-13219.0,0.0
2008/05/29,0.0,0.0,-12681.0,-12681.0,0.0
2008/05/30,0.0,0.0,-10769.0,-10769.0,0.0
2008/06/02,0.0,0.0,-10571.0,-10571.0,0.0
2008/06/03,0.0,0.0,-10512.0,-10512.0,0.0
2008/06/04,0.0,0.0,-9555.0,-9555.0,0.0
2008/06/05,0.0,0.0,-8732.0,-8732.0,0.0
2008/06/06,0.0,0.0,-7896.0,-7896.0,0.0
2008/06/09,0.0,0.0,-7414.0,-7414.0,0.0
2008/06/10,0.0,0.0,-4699.0,-4699.0,0.0
2008/06/11,0.0,0.0,-2993.0,-2993.0,0.0
2008/06/12,0.0,0.0,-2557.0,-2557.0,0.0
2008/06/13,0.0,825.0,0.0,825.0,0.0
2008/06/16,0.0,2303.0,0.0,2303.0,0.0
2008/06/17,0.0,1901.0,0.0,1901.0,0.0
2008/06/18,0.0,5224.0,0.0,5224.0,0.0
2008/06/19,0.0,0.0,-3289.0,-3289.0,0.0
2008/06/20,0.0,0.0,-2292.0,-2292.0,0.0
2008/06/23,0.0,0.0,-2945.0,-2945.0,0.0
2008/06/24,0.0,0.0,-2313.0,-2313.0,0.0
2008/06/25,0.0,0.0,-5454.0,-5454.0,0.0
2008/06/26,0.0,0.0,-3745.0,-3745.0,0.0
2008/06/27,0.0,1193.0,0.0,1193.0,0.0
2008/06/30,0.0,0.0,-683.0,-683.0,0.0
2008/07/01,0.0,0.0,-3017.0,-3017.0,0.0
2008/07/02,0.0,0.0,-5064.0,-5064.0,0.0
2008/07/03,0.0,0.0,-4463.0,-4463.0,0.0
2008/07/04,0.0,0.0,-2498.0,-2498.0,0.0
2008/07/07,0.0,0.0,-1130.0,-1130.0,0.0
2008/07/08,0.0,5420.0,0.0,5420.0,0.0
2008/07/09,0.0,5393.0,0.0,5393.0,0.0
2008/07/10,0.0,6161.0,0.0,6161.0,0.0
2008/07/11,0.0,4309.0,0.0,4309.0,0.0
2008/07/14,0.0,0.0,-2921.0,-2921.0,0.0
2008/07/15,0.0,0.0,-780.0,-780.0,0.0
2008/07/16,0.0,1874.0,0.0,1874.0,0.0
2008/07/17,0.0,0.0,-2738.0,-2738.0,0.0
2008/07/18,0.0,1568.0,0.0,1568.0,0.0
2008/07/21,0.0,0.0,-135.0,-135.0,0.0
2008/07/22,0.0,0.0,-1315.0,-1315.0,0.0
2008/07/23,0.0,0.0,-4359.0,-4359.0,0.0
2008/07/24,0.0,0.0,-2251.0,-2251.0,0.0
2008/07/25,0.0,0.0,-3903.0,-3903.0,0.0
2008/07/29,0.0,0.0,-1574.0,-1574.0,0.0
2008/07/30,0.0,0.0,-841.0,-841.0,0.0
2008/07/31,0.0,1985.0,0.0,1985.0,0.0
2008/08/01,0.0,0.0,-117.0,-117.0,0.0
2008/08/04,0.0,7.0,0.0,7.0,0.0
2008/08/05,0.0,0.0,-2594.0,-2594.0,0.0
2008/08/06,0.0,0.0,-1815.0,-1815.0,0.0
2008/08/07,0.0,0.0,-1739.0,-1739.0,0.0
2008/08/08,0.0,0.0,-3155.0,-3155.0,0.0
2008/08/11,0.0,0.0,-1489.0,-1489.0,0.0
2008/08/12,0.0,0.0,-2151.0,-2151.0,0.0
2008/08/13,0.0,0.0,-5319.0,-5319.0,0.0
2008/08/14,0.0,0.0,-5854.0,-5854.0,0.0
2008/08/15,0.0,0.0,-5608.0,-5608.0,0.0
2008/08/18,0.0,0.0,-5081.0,-5081.0,0.0
2008/08/19,0.0,0.0,-686.0,-686.0,0.0
2008/08/20,0.0,583.0,0.0,583.0,0.0
2008/08/21,0.0,2093.0,0.0,2093.0,0.0
2008/08/22,0.0,1982.0,0.0,1982.0,0.0
2008/08/25,0.0,2001.0,0.0,2001.0,0.0
2008/08/26,0.0,2468.0,0.0,2468.0,0.0
2008/08/27,0.0,770.0,0.0,770.0,0.0
2008/08/28,0.0,0.0,-849.0,-849.0,0.0
2008/08/29,0.0,0.0,-660.0,-660.0,0.0
2008/09/01,0.0,0.0,-1087.0,-1087.0,0.0
2008/09/02,0.0,2727.0,0.0,2727.0,0.0
2008/09/03,0.0,2857.0,0.0,2857.0,0.0
2008/09/04,0.0,1144.0,0.0,1144.0,0.0
2008/09/05,0.0,2969.0,0.0,2969.0,0.0
2008/09/08,0.0,4316.0,0.0,4316.0,0.0
2008/09/09,0.0,7357.0,0.0,7357.0,0.0
2008/09/10,0.0,2615.0,0.0,2615.0,0.0
2008/09/11,0.0,7213.0,0.0,7213.0,0.0
2008/09/12,0.0,8138.0,0.0,8138.0,0.0
2008/09/15,0.0,11509.0,0.0,11509.0,0.0
2008/09/16,0.0,15294.0,0.0,15294.0,0.0
2008/09/17,0.0,16732.0,0.0,16732.0,0.0
2008/09/18,0.0,3393.0,0.0,3393.0,0.0
2008/09/19,0.0,5063.0,0.0,5063.0,0.0
2008/09/22,0.0,9125.0,0.0,9125.0,0.0
2008/09/23,0.0,5079.0,0.0,5079.0,0.0
2008/09/24,0.0,6392.0,0.0,6392.0,0.0
2008/09/25,0.0,5437.0,0.0,5437.0,0.0
2008/09/26,0.0,7109.0,0.0,7109.0,0.0
2008/09/30,0.0,11920.0,0.0,11920.0,0.0
2008/10/01,0.0,15587.0,0.0,15587.0,0.0
2008/10/02,0.0,17290.0,0.0,17290.0,0.0
2008/10/03,0.0,14544.0,0.0,14544.0,0.0
2008/10/06,0.0,16655.0,0.0,16655.0,0.0
2008/10/07,0.0,16521.0,0.0,16521.0,0.0
2008/10/08,0.0,17996.0,0.0,17996.0,0.0
2008/10/09,0.0,18004.0,0.0,18004.0,0.0
2008/10/13,0.0,19244.0,0.0,19244.0,0.0
2008/10/14,0.0,15555.0,0.0,15555.0,0.0
2008/10/15,0.0,14498.0,0.0,14498.0,0.0
2008/10/16,0.0,12661.0,0.0,12661.0,0.0
2008/10/17,0.0,15613.0,0.0,15613.0,0.0
2008/10/20,0.0,20950.0,0.0,20950.0,0.0
2008/10/21,0.0,24552.0,0.0,24552.0,0.0
2008/10/22,0.0,24758.0,0.0,24758.0,0.0
2008/10/23,0.0,27143.0,0.0,27143.0,0.0
2008/10/24,0.0,28325.0,0.0,28325.0,0.0
2008/10/27,0.0,32977.0,0.0,32977.0,0.0
2008/10/28,0.0,32520.0,0.0,32520.0,0.0
2008/10/29,0.0,32660.0,0.0,32660.0,0.0
2008/10/30,0.0,30284.0,0.0,30284.0,0.0
2008/10/31,0.0,28893.0,0.0,28893.0,0.0
2008/11/03,0.0,28276.0,0.0,28276.0,0.0
2008/11/04,0.0,26582.0,0.0,26582.0,0.0
2008/11/05,0.0,27792.0,0.0,27792.0,0.0
2008/11/06,0.0,31954.0,0.0,31954.0,0.0
2008/11/07,0.0,37400.0,0.0,37400.0,0.0
2008/11/10,0.0,38987.0,0.0,38987.0,0.0
2008/11/11,0.0,41604.0,0.0,41604.0,0.0
2008/11/12,0.0,41612.0,0.0,41612.0,0.0
2008/11/13,0.0,43744.0,0.0,43744.0,0.0
2008/11/14,0.0,44543.0,0.0,44543.0,0.0
2008/11/17,0.0,45241.0,0.0,45241.0,0.0
2008/11/18,0.0,47001.0,0.0,47001.0,0.0
2008/11/19,0.0,49523.0,0.0,49523.0,0.0
2008/11/20,0.0,41412.0,0.0,41412.0,0.0
2008/11/21,0.0,41861.0,0.0,41861.0,0.0
2008/11/24,0.0,43332.0,0.0,43332.0,0.0
2008/11/25,0.0,43030.0,0.0,43030.0,0.0
2008/11/26,0.0,45176.0,0.0,45176.0,0.0
2008/11/27,0.0,40866.0,0.0,40866.0,0.0
2008/11/28,0.0,41204.0,0.0,41204.0,0.0
2008/12/01,0.0,34469.0,0.0,34469.0,0.0
2008/12/02,0.0,36398.0,0.0,36398.0,0.0
2008/12/03,0.0,39199.0,0.0,39199.0,0.0
2008/12/04,0.0,40488.0,0.0,40488.0,0.0
2008/12/05,0.0,41240.0,0.0,41240.0,0.0
2008/12/08,0.0,39695.0,0.0,39695.0,0.0
2008/12/09,0.0,33743.0,0.0,33743.0,0.0
2008/12/10,0.0,31304.0,0.0,31304.0,0.0
2008/12/11,0.0,26403.0,0.0,26403.0,0.0
2008/12/12,0.0,25827.0,0.0,25827.0,0.0
2008/12/15,0.0,22154.0,0.0,22154.0,0.0
2008/12/16,0.0,19654.0,0.0,19654.0,0.0
2008/12/17,0.0,18284.0,0.0,18284.0,0.0
2008/12/18,0.0,12027.0,0.0,12027.0,0.0
2008/12/19,0.0,13139.0,0.0,13139.0,0.0
2008/12/22,0.0,12298.0,0.0,12298.0,0.0
2008/12/23,0.0,12125.0,0.0,12125.0,0.0
2008/12/24,0.0,13839.0,0.0,13839.0,0.0
2008/12/25,0.0,13668.0,0.0,13668.0,0.0
2008/12/26,0.0,13442.0,0.0,13442.0,0.0
2008/12/29,0.0,14508.0,0.0,14508.0,0.0
2008/12/30,0.0,12135.0,0.0,12135.0,0.0
2008/12/31,0.0,13060.0,0.0,13060.0,0.0
2009/01/05,0.0,11435.0,0.0,11435.0,0.0
2009/01/06,0.0,12294.0,0.0,12294.0,0.0
2009/01/07,0.0,14821.0,0.0,14821.0,0.0
2009/01/08,0.0,15009.0,0.0,15009.0,0.0
2009/01/09,0.0,18302.0,0.0,18302.0,0.0
2009/01/10,0.0,20010.0,0.0,20010.0,0.0
2009/01/12,0.0,21086.0,0.0,21086.0,0.0
2009/01/13,0.0,20833.0,0.0,20833.0,0.0
2009/01/14,0.0,21242.0,0.0,21242.0,0.0
2009/01/15,0.0,26370.0,0.0,26370.0,0.0
2009/01/16,0.0,31320.0,0.0,31320.0,0.0
2009/01/17,0.0,32073.0,0.0,32073.0,0.0
2009/01/19,0.0,31141.0,0.0,31141.0,0.0
2009/01/20,0.0,32335.0,0.0,32335.0,0.0
2009/01/21,0.0,34206.0,0.0,34206.0,0.0
2009/02/02,0.0,35686.0,0.0,35686.0,0.0
2009/02/03,0.0,34903.0,0.0,34903.0,0.0
2009/02/04,0.0,35622.0,0.0,35622.0,0.0
2009/02/05,0.0,37178.0,0.0,37178.0,0.0
2009/02/06,0.0,36589.0,0.0,36589.0,0.0
2009/02/09,0.0,37369.0,0.0,37369.0,0.0
2009/02/10,0.0,39261.0,0.0,39261.0,0.0
2009/02/11,0.0,39853.0,0.0,39853.0,0.0
2009/02/12,0.0,41779.0,0.0,41779.0,0.0
2009/02/13,0.0,43102.0,0.0,43102.0,0.0
2009/02/16,0.0,42221.0,0.0,42221.0,0.0
2009/02/17,0.0,43328.0,0.0,43328.0,0.0
2009/02/18,0.0,41106.0,0.0,41106.0,0.0
2009/02/19,0.0,41593.0,0.0,41593.0,0.0
2009/02/20,0.0,41920.0,0.0,41920.0,0.0
2009/02/23,0.0,43616.0,0.0,43616.0,0.0
2009/02/24,0.0,41716.0,0.0,41716.0,0.0
2009/02/25,0.0,41423.0,0.0,41423.0,0.0
2009/02/26,0.0,41028.0,0.0,41028.0,0.0
2009/02/27,0.0,42402.0,0.0,42402.0,0.0
2009/03/02,0.0,39690.0,0.0,39690.0,0.0
2009/03/03,0.0,42205.0,0.0,42205.0,0.0
2009/03/04,0.0,41894.0,0.0,41894.0,0.0
2009/03/05,0.0,40243.0,0.0,40243.0,0.0
2009/03/06,0.0,42648.0,0.0,42648.0,0.0
2009/03/09,0.0,40495.0,0.0,40495.0,0.0
2009/03/10,0.0,40018.0,0.0,40018.0,0.0
2009/03/11,0.0,38830.0,0.0,38830.0,0.0
2009/03/12,0.0,37735.0,0.0,37735.0,0.0
2009/03/13,0.0,33249.0,0.0,33249.0,0.0
2009/03/16,0.0,28227.0,0.0,28227.0,0.0
2009/03/17,0.0,25370.0,0.0,25370.0,0.0
2009/03/18,0.0,29530.0,0.0,29530.0,0.0
2009/03/19,0.0,29685.0,0.0,29685.0,0.0
2009/03/20,0.0,29559.0,0.0,29559.0,0.0
2009/03/23,0.0,28035.0,0.0,28035.0,0.0
2009/03/24,0.0,26653.0,0.0,26653.0,0.0
2009/03/25,0.0,22030.0,0.0,22030.0,0.0
2009/03/26,0.0,19304.0,0.0,19304.0,0.0
2009/03/27,0.0,19394.0,0.0,19394.0,0.0
2009/03/30,0.0,18909.0,0.0,18909.0,0.0
2009/03/31,0.0,19132.0,0.0,19132.0,0.0
2009/04/01,0.0,18599.0,0.0,18599.0,0.0
2009/04/02,0.0,18491.0,0.0,18491.0,0.0
2009/04/03,0.0,17115.0,0.0,17115.0,0.0
2009/04/06,0.0,16902.0,0.0,16902.0,0.0
2009/04/07,0.0,17757.0,0.0,17757.0,0.0
2009/04/08,0.0,18044.0,0.0,18044.0,0.0
2009/04/09,0.0,18205.0,0.0,18205.0,0.0
2009/04/10,0.0,16169.0,0.0,16169.0,0.0
2009/04/13,0.0,14861.0,0.0,14861.0,0.0
2009/04/14,0.0,10372.0,0.0,10372.0,0.0
2009/04/15,0.0,15971.0,0.0,15971.0,0.0
2009/04/16,0.0,12486.0,0.0,12486.0,0.0
2009/04/17,0.0,13567.0,0.0,13567.0,0.0
2009/04/20,0.0,13848.0,0.0,13848.0,0.0
2009/04/21,0.0,10769.0,0.0,10769.0,0.0
2009/04/22,0.0,12214.0,0.0,12214.0,0.0
2009/04/23,0.0,14453.0,0.0,14453.0,0.0
2009/04/24,0.0,12427.0,0.0,12427.0,0.0
2009/04/27,0.0,9919.0,0.0,9919.0,0.0
2009/04/28,0.0,11282.0,0.0,11282.0,0.0
2009/04/29,0.0,10587.0,0.0,10587.0,0.0
2009/04/30,0.0,11436.0,0.0,11436.0,0.0
2009/05/04,0.0,11314.0,0.0,11314.0,0.0
2009/05/05,0.0,2264.0,0.0,2264.0,0.0
2009/05/06,0.0,0.0,-1871.0,-1871.0,0.0
2009/05/07,0.0,0.0,-225.0,-225.0,0.0
2009/05/08,0.0,0.0,-2605.0,-2605.0,0.0
2009/05/11,0.0,0.0,-657.0,-657.0,0.0
2009/05/12,0.0,0.0,-4145.0,-4145.0,0.0
2009/05/13,0.0,0.0,-3754.0,-3754.0,0.0
2009/05/14,0.0,0.0,-3071.0,-3071.0,0.0
2009/05/15,0.0,0.0,-410.0,-410.0,0.0
2009/05/18,0.0,3090.0,0.0,3090.0,0.0
2009/05/19,0.0,432.0,0.0,432.0,0.0
2009/05/20,0.0,4550.0,0.0,4550.0,0.0
2009/05/21,0.0,5302.0,0.0,5302.0,0.0
2009/05/22,0.0,6170.0,0.0,6170.0,0.0
